Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,PredictH,PredictD,PredictA
F2,24/1/2020,Lorient,Nancy,2,1,Lorient,Nancy,0,-1,1.57,3.6,6.5,-1,Draw,0,2.05,1.8,0.290507783,0.339947637,0.36954458
F2,24/1/2020,Orleans,Guingamp,2,0,Orleans,Guingamp,0,-1,3.1,3.2,2.37,0.25,Orleans,-1,1.98,1.88,0.095458503,0.178657318,0.725884178
F2,24/1/2020,Paris FC,Rodez,0,0,Draw,Rodez,0,-1,2.45,2.75,3.4,0,Draw,0,1.83,2.02,0.203500274,0.27110664,0.525393086
F2,24/1/2020,Valenciennes,Le Mans,1,0,Valenciennes,Valenciennes,1,0.9,1.9,3.4,4.2,-0.5,Valenciennes,0.95,1.95,1.9,0.533483595,0.302992421,0.163523984
B1,24/1/2020,Standard,Oostende,2,1,Standard,Standard,1,0.25,1.25,5.75,10.5,-1.75,Oostende,-0.5,2.02,1.83,0.675479751,0.202330061,0.122190188
N1,24/1/2020,Utrecht,Den Haag,4,0,Utrecht,Utrecht,1,0.4,1.4,4.5,7.5,-1.25,Utrecht,0.97,1.97,1.93,0.581757127,0.22632533,0.191917544
T1,24/1/2020,Genclerbirligi,Gaziantep,1,0,Genclerbirligi,Gaziantep,0,-1,1.85,3.6,4,-0.5,Genclerbirligi,-1,1.93,1.93,0.374015098,0.233232651,0.392752251
E1,25/1/2020,Stoke,Swansea,2,0,Stoke,Draw,0,-1,2.05,3.4,3.75,-0.5,Stoke,-1,2.06,1.84,0.350709929,0.402222875,0.247067196
E2,25/1/2020,Bristol Rvs,Fleetwood Town,0,0,Draw,Fleetwood Town,0,-1,4,3.6,2,0.5,Bristol Rvs,0,1.75,2.05,0.207296423,0.282408035,0.510295542
E2,25/1/2020,Burton,Accrington,1,1,Draw,Burton,0,-1,2,3.6,4,-0.5,Accrington,0,1.93,1.93,0.496869585,0.270538472,0.232591943
E2,25/1/2020,Ipswich,Lincoln,1,0,Ipswich,Ipswich,1,1.05,2.05,3.6,3.8,-0.25,Ipswich,0.385,1.77,2.02,0.407634632,0.283545956,0.308819412
E2,25/1/2020,Peterboro,Rotherham,2,1,Peterboro,Rotherham,0,-1,3,3.6,2.4,0,Peterboro,-1,1.93,1.93,0.136077807,0.199439096,0.664483097
E2,25/1/2020,Rochdale,Gillingham,2,2,Draw,Gillingham,0,-1,3.75,3.25,2.2,0.5,Rochdale,0,1.88,1.98,0.237470753,0.342390123,0.420139124
E3,25/1/2020,Carlisle,Walsall,2,1,Carlisle,Walsall,0,-1,2.7,3.5,2.7,0,Carlisle,-1,2.02,1.83,0.12423611,0.212102909,0.663660981
E3,25/1/2020,Crawley Town,Grimsby,3,2,Crawley Town,Crawley Town,1,1.15,2.15,3.4,3.7,-0.25,Crawley Town,0.45,1.9,1.95,0.382530213,0.369855372,0.247614415
E3,25/1/2020,Exeter,Colchester,0,0,Draw,Exeter,0,-1,2.15,3.4,3.7,-0.25,Colchester,0,1.93,1.93,0.461796252,0.315874837,0.222328912
E3,25/1/2020,Leyton Orient,Newport County,2,1,Leyton Orient,Newport County,0,-1,2.9,3.4,2.6,0,Leyton Orient,-1,1.98,1.88,0.167337723,0.298725637,0.53393664
E3,25/1/2020,Macclesfield,Forest Green,2,1,Macclesfield,Forest Green,0,-1,3.4,3.75,2,0.25,Macclesfield,-1,1.85,2,0.317202041,0.3219511,0.360846859
E3,25/1/2020,Mansfield,Bradford,3,0,Mansfield,Bradford,0,-1,2.45,3.5,3,-0.25,Mansfield,-1,2.05,1.8,0.207978911,0.255117555,0.536903534
E3,25/1/2020,Morecambe,Cambridge,1,1,Draw,Morecambe,0,-1,2.7,3.4,2.75,-0.25,Cambridge,0,2.05,1.8,0.470443407,0.283159283,0.246397309
E3,25/1/2020,Salford,Oldham,1,1,Draw,Salford,0,-1,2.1,3.5,3.75,-0.5,Oldham,0,1.98,1.88,0.618328527,0.223986927,0.157684546
E3,25/1/2020,Scunthorpe,Crewe,2,2,Draw,Crewe,0,-1,3.1,3.6,2.37,0,Draw,0,2.02,1.83,0.219397287,0.202562534,0.578040178
E3,25/1/2020,Stevenage,Plymouth,1,2,Plymouth,Plymouth,1,0.9,4.33,3.7,1.9,0.5,Plymouth,0.9,1.95,1.9,0.144007298,0.358461169,0.497531532
E3,25/1/2020,Swindon,Port Vale,3,0,Swindon,Swindon,1,0.9,1.9,3.7,4.33,-0.5,Swindon,0.95,1.95,1.9,0.451966662,0.27827812,0.269755218
EC,25/1/2020,Boreham Wood,Barrow,1,1,Draw,Barrow,0,-1,3.1,3.3,2.3,0,Draw,0,1.88,1.93,0.208372446,0.33103543,0.460592124
EC,25/1/2020,Bromley,Barnet,1,2,Barnet,Barnet,1,2.4,2,3.3,3.4,-0.25,Barnet,0.83,1.98,1.83,0.30476196,0.255945511,0.439292529
EC,25/1/2020,Chesterfield,Fylde,1,1,Draw,Chesterfield,0,-1,3.6,3.5,2,0.25,Chesterfield,0,1.77,2.02,0.392486222,0.311009812,0.296503967
EC,25/1/2020,Chorley,Halifax,0,1,Halifax,Halifax,1,2.4,2.15,3.25,3.4,0,Halifax,0.88,1.93,1.88,0.203490806,0.265423815,0.531085379
EC,25/1/2020,Dag and Red,Notts County,2,0,Dag and Red,Notts County,0,-1,2.9,3.25,2.4,0.25,Dag and Red,-1,1.77,2.02,0.055783882,0.303938438,0.64027768
EC,25/1/2020,Dover Athletic,Aldershot,2,0,Dover Athletic,Aldershot,0,-1,2.05,3.3,3.75,-0.25,Dover Athletic,-1,1.8,2,0.241453368,0.335409683,0.423136949
EC,25/1/2020,Harrogate,Wrexham,0,2,Wrexham,Harrogate,0,-1,1.9,3.4,4,-0.75,Wrexham,-1,1.93,1.88,0.472886098,0.301673628,0.225440273
EC,25/1/2020,Hartlepool,Stockport,2,0,Hartlepool,Hartlepool,1,1,2,3.4,3.75,-0.25,Hartlepool,0.9,1.9,1.9,0.379487559,0.258297378,0.362215063
EC,25/1/2020,Maidenhead,Eastleigh,2,0,Maidenhead,Maidenhead,1,2.5,3.5,3.3,2.1,0.25,Maidenhead,0.77,1.77,2.02,0.383761173,0.240966857,0.37527197
EC,25/1/2020,Sutton,Solihull,0,0,Draw,Draw,1,2.2,2.5,3.2,2.87,0,Draw,0,1.73,2.08,0.306803413,0.390314371,0.302882216
EC,25/1/2020,Torquay,Ebbsfleet,0,0,Draw,Torquay,0,-1,1.75,3.8,4.33,-0.75,Ebbsfleet,0,1.85,1.95,0.445763652,0.231061532,0.323174816
EC,25/1/2020,Woking,Yeovil,1,0,Woking,Yeovil,0,-1,3.25,3.3,2.2,0.25,Woking,-1,1.9,1.9,0.085371891,0.138673117,0.775954992
SC0,25/1/2020,Celtic,Ross County,3,0,Celtic,Celtic,1,0.1,1.1,10,17,-2.75,Celtic,0.51,2.02,1.77,0.916150401,0.06147486,0.022374739
SC0,25/1/2020,Hamilton,Livingston,2,4,Livingston,Livingston,1,1,4,3.2,2,0.5,Livingston,0.9,1.95,1.9,0.126614139,0.217836016,0.655549845
SC0,25/1/2020,Motherwell,Hibernian,0,0,Draw,Motherwell,0,-1,2.25,3.3,3.2,-0.25,Hibernian,0,1.93,1.93,0.420211204,0.287142983,0.292645813
SC0,25/1/2020,St Johnstone,Kilmarnock,2,1,St Johnstone,Draw,0,-1,2.4,3,3.2,-0.25,St Johnstone,-0.5,2.05,1.8,0.277776185,0.500277792,0.221946023
SC1,25/1/2020,Arbroath,Partick,2,1,Arbroath,Partick,0,-1,2.7,3.75,2.35,0.25,Arbroath,-1,1.9,1.95,0.235905851,0.296281287,0.467812862
SC1,25/1/2020,Ayr,Inverness C,1,0,Ayr,Inverness C,0,-1,2.6,3.6,2.45,0,Ayr,-1,1.93,1.93,0.161731176,0.266596235,0.571672589
SC1,25/1/2020,Dundee United,Morton,1,1,Draw,Dundee United,0,-1,1.36,4.5,9.5,-1.25,Morton,0,2.1,1.77,0.791187573,0.138961649,0.069850777
SC1,25/1/2020,Queen of Sth,Alloa,2,3,Alloa,Queen of Sth,0,-1,1.65,4,4.75,-1,Alloa,-1,1.85,2,0.414164418,0.291757549,0.294078033
SC2,25/1/2020,Airdrie Utd,Stranraer,0,0,Draw,Airdrie Utd,0,-1,1.36,4.5,7,-1,Stranraer,0,2,1.85,0.755294389,0.147075679,0.097629932
SC2,25/1/2020,Clyde,East Fife,2,1,Clyde,East Fife,0,-1,2.8,3.2,2.3,-0.25,Clyde,-0.5,2.05,1.75,0.199071807,0.239509791,0.561418402
SC2,25/1/2020,Falkirk,Forfar,6,0,Falkirk,Falkirk,1,0.28,1.28,5,9,-1.5,Falkirk,0.85,1.85,2,0.710716729,0.191292117,0.097991154
SC2,25/1/2020,Peterhead,Dumbarton,1,0,Peterhead,Peterhead,1,1,2,3.5,3.25,-0.5,Peterhead,0.93,1.93,1.93,0.467231543,0.229793253,0.302975204
SC2,25/1/2020,Raith Rvs,Montrose,4,3,Raith Rvs,Montrose,0,-1,2,3.5,3.6,-0.5,Raith Rvs,-1,2.02,1.83,0.246217765,0.258676676,0.495105559
SC3,25/1/2020,Cove Rangers,Annan Athletic,2,0,Cove Rangers,Cove Rangers,1,0.16,1.16,7,10,-2,Draw,0,1.88,1.98,0.894897194,0.067309849,0.037792958
SC3,25/1/2020,Cowdenbeath,Brechin,3,2,Cowdenbeath,Cowdenbeath,1,0.57,1.57,4.2,4.5,-1,Draw,0,1.93,1.93,0.635038174,0.201664925,0.163296901
SC3,25/1/2020,Queens Park,Albion Rvs,2,2,Draw,Queens Park,0,-1,1.75,3.8,3.75,-0.75,Albion Rvs,0,1.98,1.88,0.494335575,0.23198681,0.273677615
SC3,25/1/2020,Stenhousemuir,Edinburgh City,1,2,Edinburgh City,Edinburgh City,1,0.66,4.5,4.2,1.66,0.5,Edinburgh City,0.98,1.88,1.98,0.074616269,0.1383511,0.78703263
SC3,25/1/2020,Stirling,Elgin,1,2,Elgin,Stirling,0,-1,2.37,3.6,2.75,-0.25,Elgin,-1,2.05,1.8,0.436623595,0.296251393,0.267125012
D1,25/1/2020,Ein Frankfurt,RB Leipzig,2,0,Ein Frankfurt,RB Leipzig,0,-1,4,4.33,1.75,0.75,Ein Frankfurt,-1,2.06,1.87,0.084367432,0.114674371,0.800958197
D1,25/1/2020,Freiburg,Paderborn,0,2,Paderborn,Freiburg,0,-1,1.75,4.2,4.2,-0.75,Paderborn,-1,1.92,2.01,0.556118684,0.231781196,0.21210012
D1,25/1/2020,M'gladbach,Mainz,3,1,M'gladbach,M'gladbach,1,0.5,1.5,4.5,6.5,-1,M'gladbach,1.06,2.06,1.87,0.516086161,0.253248402,0.230665437
D1,25/1/2020,Union Berlin,Augsburg,2,0,Union Berlin,Augsburg,0,-1,2.05,3.6,3.4,-0.25,Union Berlin,-1,1.89,2.04,0.215325136,0.225427269,0.559247595
D1,25/1/2020,Wolfsburg,Hertha,1,2,Hertha,Draw,0,-1,1.8,3.75,4.33,-0.75,Hertha,-1,2.01,1.92,0.322527084,0.351714342,0.325758574
D1,25/1/2020,Bayern Munich,Schalke 04,5,0,Bayern Munich,Bayern Munich,1,0.16,1.16,8.5,13,-2.25,Bayern Munich,1.02,2.02,1.91,0.579498314,0.213078997,0.207422689
SP1,25/1/2020,Espanol,Ath Bilbao,1,1,Draw,Ath Bilbao,0,-1,2.5,2.9,3.25,-0.25,Ath Bilbao,0,2.14,1.8,0.206277952,0.27908498,0.514637068
SP1,25/1/2020,Valencia,Barcelona,2,0,Valencia,Barcelona,0,-1,5,4.33,1.61,0.75,Valencia,-1,2.03,1.9,0.151422311,0.17465483,0.673922858
SP1,25/1/2020,Alaves,Villarreal,1,2,Villarreal,Villarreal,1,1.55,2.8,3.25,2.55,0,Villarreal,0.84,2.09,1.84,0.321463177,0.304211283,0.37432554
SP1,25/1/2020,Sevilla,Granada,2,0,Sevilla,Sevilla,1,0.36,1.36,4.75,9.5,-1.25,Sevilla,0.515,2.03,1.9,0.485406212,0.339385007,0.175208781
SP2,25/1/2020,Huesca,Lugo,2,1,Huesca,Huesca,1,0.44,1.44,4,8,-1,Draw,0,1.7,2.1,0.532523957,0.28326983,0.184206213
SP2,25/1/2020,Sp Gijon,Fuenlabrada,1,0,Sp Gijon,Fuenlabrada,0,-1,2.1,2.9,4.2,-0.25,Sp Gijon,-0.5,1.98,1.88,0.167676234,0.408809602,0.423514164
SP2,25/1/2020,Las Palmas,Tenerife,0,0,Draw,Las Palmas,0,-1,2,3.2,4,-0.25,Tenerife,0,2.05,1.8,0.413365741,0.307118762,0.279515497
SP2,25/1/2020,Zaragoza,Numancia,1,0,Zaragoza,Zaragoza,1,0.66,1.66,3.6,5.5,-0.75,Zaragoza,0.475,1.95,1.9,0.470684406,0.260963072,0.268352522
I1,25/1/2020,Spal,Bologna,1,3,Bologna,Bologna,1,1.3,3,3.4,2.3,0,Bologna,0.75,2.05,1.75,0.230620376,0.307070107,0.462309517
I1,25/1/2020,Fiorentina,Genoa,0,0,Draw,Fiorentina,0,-1,1.72,3.75,5,-0.75,Genoa,0,2.04,1.89,0.598120284,0.235724578,0.166155139
I1,25/1/2020,Torino,Atalanta,0,7,Atalanta,Atalanta,1,0.7,4.33,4.2,1.7,0.75,Atalanta,0.89,2.04,1.89,0.207900521,0.224082431,0.568017049
I2,25/1/2020,Cittadella,Benevento,1,2,Benevento,Benevento,1,1.3,3.2,3.1,2.3,0.25,Benevento,0.5,1.85,2,0.066332573,0.180226153,0.753441274
I2,25/1/2020,Pisa,Juve Stabia,1,1,Draw,Juve Stabia,0,-1,2.1,3.1,3.75,-0.25,Juve Stabia,0,1.93,1.93,0.29688116,0.335034909,0.368083931
I2,25/1/2020,Pordenone,Pescara,0,2,Pescara,Pordenone,0,-1,1.85,3.6,4,-0.5,Pescara,-1,1.9,1.95,0.417943381,0.287334499,0.29472212
I2,25/1/2020,Virtus Entella,Cremonese,1,1,Draw,Virtus Entella,0,-1,2.25,3.2,3.4,-0.25,Cremonese,0,2.1,1.77,0.492356427,0.338514588,0.169128986
I2,25/1/2020,Salernitana,Cosenza,2,1,Salernitana,Salernitana,1,1.2,2.2,3,3.6,-0.25,Salernitana,0.45,1.9,1.95,0.435744197,0.270793884,0.293461919
F1,25/1/2020,Marseille,Angers,0,0,Draw,Marseille,0,-1,1.75,3.75,4.5,-0.5,Angers,0,2.03,1.9,0.549459717,0.28382463,0.166715653
F1,25/1/2020,Brest,Amiens,2,1,Brest,Brest,1,1.05,2.05,3.4,3.75,-0.5,Brest,1.06,2.06,1.87,0.542683655,0.22376685,0.233549495
F1,25/1/2020,Monaco,Strasbourg,1,3,Strasbourg,Monaco,0,-1,1.6,4,5.5,-1,Strasbourg,-1,2.1,1.83,0.493165623,0.247101597,0.25973278
F1,25/1/2020,Montpellier,Dijon,2,1,Montpellier,Montpellier,1,0.61,1.61,3.8,5.5,-0.75,Montpellier,0.42,1.84,2.09,0.532197228,0.261164719,0.206638053
F1,25/1/2020,Reims,Metz,0,1,Metz,Draw,0,-1,1.9,3.2,4.75,-0.5,Metz,-1,1.99,1.94,0.259953092,0.394643344,0.345403564
F1,25/1/2020,St Etienne,Nimes,2,1,St Etienne,St Etienne,1,0.75,1.75,3.75,4.75,-0.75,St Etienne,0.485,1.97,1.96,0.468990993,0.27372671,0.257282297
F2,25/1/2020,Lens,Clermont,1,1,Draw,Lens,0,-1,1.95,3.1,4.33,-0.5,Clermont,0,1.83,2.02,0.510141613,0.293185754,0.196672633
B1,25/1/2020,Mouscron,St Truiden,1,3,St Truiden,Mouscron,0,-1,1.9,3.6,3.75,-0.5,St Truiden,-1,2.05,1.8,0.430758184,0.250123856,0.31911796
B1,25/1/2020,Waasland-Beveren,Eupen,0,1,Eupen,Eupen,1,1.75,2.5,3.3,2.75,0,Eupen,1.1,1.77,2.1,0.271305548,0.350801133,0.377893319
B1,25/1/2020,Gent,Genk,4,1,Gent,Gent,1,0.83,1.83,3.75,4,-0.75,Gent,1.02,2.02,1.77,0.630750189,0.21104921,0.158200602
N1,25/1/2020,Heerenveen,AZ Alkmaar,1,2,AZ Alkmaar,AZ Alkmaar,1,0.72,4.75,3.8,1.72,0.5,AZ Alkmaar,0.97,1.93,1.97,0.159774369,0.211861515,0.628364116
N1,25/1/2020,Heracles,Feyenoord,2,3,Feyenoord,Feyenoord,1,1,3.5,3.75,2,0.75,Feyenoord,0.455,1.99,1.91,0.175907461,0.258189812,0.565902727
N1,25/1/2020,Waalwijk,VVV Venlo,1,2,VVV Venlo,Waalwijk,0,-1,1.95,3.5,3.75,-0.5,VVV Venlo,-1,2.01,1.89,0.423599036,0.262678757,0.313722207
N1,25/1/2020,Sparta Rotterdam,For Sittard,1,1,Draw,Sparta Rotterdam,0,-1,1.5,4.33,6,-1,For Sittard,0,2.05,1.75,0.586659772,0.25161626,0.161723968
T1,25/1/2020,Kayserispor,Ankaragucu,1,1,Draw,Ankaragucu,0,-1,2.75,3.6,2.37,-0.25,Ankaragucu,0,1,1,0.332540394,0.208185042,0.459274564
T1,25/1/2020,Kasimpasa,Alanyaspor,1,2,Alanyaspor,Alanyaspor,1,0.9,3.6,3.75,1.9,0.5,Alanyaspor,0.88,1.98,1.88,0.106783599,0.141685878,0.751530522
T1,25/1/2020,Fenerbahce,Buyuksehyr,2,0,Fenerbahce,Buyuksehyr,0,-1,2.1,3.6,3.2,-0.25,Fenerbahce,-1,1.72,2.07,0.284056402,0.22950455,0.486439047
G1,25/1/2020,Larisa,Panathinaikos,0,2,Panathinaikos,Panathinaikos,1,1.25,3.4,3.1,2.25,0.25,Panathinaikos,0.95,1.9,1.95,0.07282605,0.2105398,0.71663415
SC0,26/1/2020,St Mirren,Aberdeen,0,0,Draw,Draw,1,2.2,3.4,3.2,2.2,0.25,St Mirren,0,1.9,1.95,0.31608302,0.348254971,0.335662009
SC0,26/1/2020,Hearts,Rangers,2,1,Hearts,Rangers,0,-1,9.5,4.75,1.33,1.25,Hearts,-1,1.93,1.93,0.009886809,0.096670028,0.893443162
D1,26/1/2020,Werder Bremen,Hoffenheim,0,3,Hoffenheim,Hoffenheim,1,1.8,2.37,3.6,2.8,0,Hoffenheim,1.1,1.83,2.1,0.115918938,0.190309293,0.693771768
D1,26/1/2020,Leverkusen,Fortuna Dusseldorf,3,0,Leverkusen,Leverkusen,1,0.36,1.36,5.25,7,-1.5,Leverkusen,1,2,1.93,0.766882533,0.17722399,0.055893477
SP1,26/1/2020,Ath Madrid,Leganes,0,0,Draw,Ath Madrid,0,-1,1.44,4,9,-1,Leganes,0,2.05,1.75,0.515805432,0.291935299,0.192259269
SP1,26/1/2020,Celta,Eibar,0,0,Draw,Eibar,0,-1,2,3.4,3.8,-0.5,Eibar,0,2,1.93,0.216026776,0.312857406,0.471115818
SP1,26/1/2020,Getafe,Betis,1,0,Getafe,Getafe,1,1.05,2.05,3.3,3.8,-0.5,Getafe,0.99,1.99,1.94,0.372991308,0.293943025,0.333065667
SP1,26/1/2020,Sociedad,Mallorca,3,0,Sociedad,Sociedad,1,0.45,1.45,4.33,7.5,-1.25,Sociedad,0.97,1.97,1.96,0.426943356,0.225045438,0.348011206
SP1,26/1/2020,Valladolid,Real Madrid,0,1,Real Madrid,Real Madrid,1,0.44,7.5,4.5,1.44,1,Draw,0,2.04,1.89,0.064706346,0.338984485,0.596309169
SP2,26/1/2020,Malaga,Mirandes,2,2,Draw,Draw,1,2.3,1.95,3.3,4,-0.5,Mirandes,0,2.05,1.8,0.258595137,0.399201307,0.342203556
SP2,26/1/2020,Albacete,La Coruna,0,1,La Coruna,La Coruna,1,2.25,2.5,2.8,3.25,-0.25,La Coruna,0.77,2.1,1.77,0.212307332,0.354185438,0.43350723
SP2,26/1/2020,Almeria,Elche,0,2,Elche,Almeria,0,-1,1.8,3.25,5,-0.5,Elche,-1,1.95,1.9,0.603983693,0.217917403,0.178098903
SP2,26/1/2020,Alcorcon,Ponferradina,3,1,Alcorcon,Ponferradina,0,-1,2.25,2.9,3.6,-0.25,Alcorcon,-1,1.95,1.9,0.239112271,0.336110524,0.424777205
SP2,26/1/2020,Vallecano,Extremadura UD,1,1,Draw,Vallecano,0,-1,1.6,3.5,6.5,-0.75,Extremadura UD,0,1.85,2,0.537886497,0.318614959,0.143498544
SP2,26/1/2020,Girona,Oviedo,1,1,Draw,Oviedo,0,-1,1.72,3.25,5.5,-0.75,Oviedo,0,1.98,1.88,0.348504749,0.279428491,0.37206676
I1,26/1/2020,Inter,Cagliari,1,1,Draw,Inter,0,-1,1.3,5.5,10,-1.5,Cagliari,0,2.02,1.91,0.740933928,0.157104676,0.101961396
I1,26/1/2020,Parma,Udinese,2,0,Parma,Udinese,0,-1,2.37,3.25,3.1,-0.25,Parma,-1,2.1,1.83,0.309213026,0.278236251,0.412550723
I1,26/1/2020,Sampdoria,Sassuolo,0,0,Draw,Sampdoria,0,-1,2.2,3.4,3.3,-0.25,Sassuolo,0,2.13,1.81,0.382391313,0.256418995,0.361189692
I1,26/1/2020,Verona,Lecce,3,0,Verona,Verona,1,0.6,1.6,4,5.5,-1,Verona,0.98,1.98,1.95,0.597514402,0.232249975,0.170235623
I1,26/1/2020,Roma,Lazio,1,1,Draw,Lazio,0,-1,2.8,3.6,2.4,0.25,Roma,0,1.86,2.07,0.170961461,0.197895527,0.631143012
I1,26/1/2020,Napoli,Juventus,2,1,Napoli,Juventus,0,-1,3.6,3.6,2.05,0.25,Napoli,-1,1.98,1.95,0.091386553,0.18045792,0.728155527
I2,26/1/2020,Crotone,Spezia,1,2,Spezia,Crotone,0,-1,1.7,3.4,5.5,-0.75,Spezia,-1,1.88,1.98,0.361758782,0.319979074,0.318262144
I2,26/1/2020,Venezia,Trapani,1,1,Draw,Venezia,0,-1,2.1,3.1,3.75,-0.25,Trapani,0,1.77,2.1,0.386652817,0.316765966,0.296581218
I2,26/1/2020,Ascoli,Frosinone,0,1,Frosinone,Frosinone,1,1.3,3.3,3.1,2.3,0,Frosinone,0.75,2.13,1.75,0.146983351,0.250713891,0.602302759
F1,26/1/2020,Lyon,Toulouse,3,0,Lyon,Lyon,1,0.28,1.28,5.75,10,-2,Lyon,1.02,2.02,1.77,0.799953654,0.125790787,0.074255559
F1,26/1/2020,Nantes,Bordeaux,0,1,Bordeaux,Nantes,0,-1,1.9,3.2,4.5,-0.5,Bordeaux,-1,2.07,1.86,0.386328554,0.32477608,0.288895366
F1,26/1/2020,Lille,Paris SG,0,2,Paris SG,Paris SG,1,0.44,6.5,4.75,1.44,1,Paris SG,0.86,2.07,1.86,0.070044625,0.142948006,0.787007368
B1,26/1/2020,Cercle Brugge,Anderlecht,1,2,Anderlecht,Anderlecht,1,0.85,3.6,4,1.85,0.5,Anderlecht,1.02,1.83,2.02,0.126988824,0.263013805,0.609997371
B1,26/1/2020,Kortrijk,Club Brugge,2,2,Draw,Club Brugge,0,-1,7,4.75,1.4,1.25,Kortrijk,0,1.8,2.05,0.0289097,0.11460749,0.856482809
B1,26/1/2020,Antwerp,Waregem,2,1,Antwerp,Antwerp,1,0.53,1.53,3.8,6.5,-1.25,Waregem,-0.5,1.98,1.88,0.71999322,0.197706917,0.082299863
N1,26/1/2020,Vitesse,FC Emmen,1,1,Draw,Vitesse,0,-1,1.4,4.75,8,-1.25,FC Emmen,0,2.05,1.85,0.568881817,0.263504597,0.167613586
N1,26/1/2020,Groningen,Ajax,2,1,Groningen,Ajax,0,-1,7.5,5.25,1.36,1,Groningen,-1,1.95,1.95,0.072994985,0.174718791,0.752286224
N1,26/1/2020,Willem II,Zwolle,0,0,Draw,Willem II,0,-1,1.61,4.2,4.75,-0.75,Zwolle,0,1.91,1.99,0.818022933,0.122387025,0.059590042
N1,26/1/2020,PSV Eindhoven,Twente,1,1,Draw,PSV Eindhoven,0,-1,1.28,5.75,8.5,-1.5,Twente,0,1.9,2,0.818168794,0.128074911,0.053756294
P1,26/1/2020,Belenenses,Portimonense,2,1,Belenenses,Draw,0,-1,2.5,3.2,2.87,0,Belenenses,-1,2.02,1.88,0.30406235,0.348786172,0.347151478
P1,26/1/2020,Famalicao,Santa Clara,0,1,Santa Clara,Famalicao,0,-1,1.65,3.75,5.5,-0.75,Santa Clara,-1,1.93,1.97,0.629944561,0.209149861,0.160905578
P1,26/1/2020,Tondela,Setubal,0,3,Setubal,Draw,0,-1,2.05,3.2,3.8,-0.5,Setubal,-1,2.02,1.88,0.336915224,0.382053132,0.281031645
P1,26/1/2020,Pacos Ferreira,Benfica,0,2,Benfica,Benfica,1,0.33,10,4.75,1.33,1.5,Benfica,1.03,1.87,2.03,0.040168942,0.263210933,0.696620125
P1,26/1/2020,Aves,Boavista,0,1,Boavista,Aves,0,-1,2.45,3.2,2.9,-0.25,Boavista,-1,2.07,1.83,0.490737901,0.329561545,0.179700553
T1,26/1/2020,Denizlispor,Antalyaspor,0,3,Antalyaspor,Denizlispor,0,-1,2.2,3.4,3.25,-0.25,Antalyaspor,-1,2.05,1.8,0.68722722,0.199586028,0.113186753
T1,26/1/2020,Goztep,Besiktas,2,1,Goztep,Goztep,1,1.87,2.87,3.3,2.4,-0.25,Goztep,0.5,2,1.85,0.414235724,0.274290631,0.311473645
T1,26/1/2020,Konyaspor,Galatasaray,0,3,Galatasaray,Galatasaray,1,1,3.5,3.6,2,0.25,Galatasaray,0.88,1.98,1.88,0.131813415,0.304119653,0.564066932
G1,26/1/2020,Panionios,Atromitos,1,0,Panionios,Atromitos,0,-1,2.9,3.3,2.4,0,Panionios,-1,1.9,1.95,0.122010473,0.23627902,0.641710507
G1,26/1/2020,Xanthi,OFI Crete,2,2,Draw,Draw,1,2.2,2.62,3.2,2.5,0,Draw,0,2.15,1.73,0.28419203,0.374927981,0.340879989
G1,26/1/2020,Panetolikos,Aris,2,0,Panetolikos,Aris,0,-1,3.75,3.1,2.1,0.25,Panetolikos,-1,2.05,1.8,0.126387462,0.216751879,0.656860659
G1,26/1/2020,AEK,Olympiakos,0,0,Draw,Olympiakos,0,-1,3.25,3.2,2.2,0.25,AEK,0,1.8,2.05,0.19167953,0.285830486,0.522489983
I2,27/1/2020,Perugia,Livorno,1,0,Perugia,Perugia,1,0.8,1.8,3.5,4.5,-0.5,Perugia,0.83,1.83,2.02,0.472641747,0.256016838,0.271341415
F2,27/1/2020,Le Havre,Troyes,1,0,Le Havre,Troyes,0,-1,2.3,3.1,3.3,-0.5,Le Havre,-1,2.05,1.8,0.319121579,0.317543103,0.363335319
P1,27/1/2020,Guimaraes,Rio Ave,1,2,Rio Ave,Draw,0,-1,1.61,3.75,5.75,-0.75,Rio Ave,-1,1.88,2.02,0.343128529,0.400056601,0.25681487
P1,27/1/2020,Sp Lisbon,Maritimo,1,0,Sp Lisbon,Sp Lisbon,1,0.36,1.36,4.75,8.5,-1.5,Maritimo,-1,2.02,1.88,0.509603459,0.280752283,0.209644258
T1,27/1/2020,Sivasspor,Rizespor,1,1,Draw,Sivasspor,0,-1,1.45,4.75,6,-0.75,Rizespor,0,1.85,2,0.639708721,0.24110148,0.119189799
G1,27/1/2020,PAOK,Volos NFC,1,0,PAOK,PAOK,1,0.1,1.1,8.5,15,-2.75,Volos NFC,-1,1.95,1.9,0.809936799,0.138370592,0.051692609
G1,27/1/2020,Lamia,Asteras Tripolis,1,1,Draw,Asteras Tripolis,0,-1,2.25,3,3.2,0,Draw,0,1.72,2.07,0.266929973,0.338338103,0.394731924
E1,28/1/2020,Blackburn,QPR,2,1,Blackburn,Blackburn,1,1.05,2.05,3.5,3.5,-0.5,Blackburn,1.01,2.01,1.89,0.466590605,0.233224009,0.300185386
